budget,id,original_title,popularity,release_date,revenue,title,vote_average,vote_count,Collection,genres,ProdCompany_1,ProdCompany_2,ProdCompany_3,Character Name,Lead actor,Director,release_year,return
52000000.0,8741,The Thin Red Line,9.783966,1998-12-25,98126565.0,The Thin Red Line,7.2,793.0,,"['Drama', 'History', 'War']",Fox 2000 Pictures,Phoenix Pictures,Geisler-Roberdeau,1st Sgt. Edward Welsh,Sean Penn,Terrence Malick,1998,1.887049326923077
15000000.0,9276,The Faculty,13.462253,1998-12-25,40283321.0,The Faculty,6.2,500.0,,"['Horror', 'Mystery', 'Science Fiction']",Dimension Films,Los Hooligans Productions,,Delilah Profitt,Jordana Brewster,Robert Rodriguez,1998,2.6855547333333334
50000000.0,10312,Patch Adams,12.52181,1998-12-25,202292902.0,Patch Adams,7.0,863.0,,"['Comedy', 'Drama']",Universal Pictures,Bungalow 78 Productions,Blue Wolf,Hunter 'Patch' Adams,Robin Williams,Tom Shadyac,1998,4.04585804
70000000.0,9422,A Civil Action,9.353499,1998-03-05,56702901.0,A Civil Action,6.1,113.0,,['Drama'],Paramount Pictures,Wildwood Enterprises,Touchstone Pictures,Jan Schlichtmann,John Travolta,Steven Zaillian,1998,0.8100414428571429
12000000.0,10368,Tea with Mussolini,3.094893,1999-03-25,21001563.0,Tea with Mussolini,5.8,32.0,,"['Comedy', 'Drama', 'War']",Medusa Produzione,Cattleya,Cineritmo,Elsa Armistan,Cher,Franco Zeffirelli,1999,1.75013025
6000000.0,31662,Affliction,4.40959,1997-08-28,6330054.0,Affliction,5.8,56.0,,['Drama'],Lions Gate Films,,,Wade Whitehouse,Nick Nolte,Paul Schrader,1997,1.055009
20000000.0,825,Playing by Heart,3.010088,1998-12-30,3970078.0,Playing by Heart,6.6,49.0,,['Drama'],Morpheus,Intermedia Films,Hyperion Pictures,Meredith,Gillian Anderson,Willard Carroll,1998,0.1985039
75000000.0,9423,Virus,7.116537,1999-01-14,14010690.0,Virus,5.0,151.0,,"['Horror', 'Action', 'Science Fiction']",Universal Pictures,BBC Films,Dark Horse Entertainment,Kelly Foster,Jamie Lee Curtis,John Bruno,1999,0.1868092
600000.0,16780,Texas Chainsaw Massacre: The Next Generation,6.854576,1994-01-01,185898.0,Texas Chainsaw Massacre: The Next Generation,3.9,96.0,Texas Chainsaw Massacre Collection,"['Horror', 'Comedy', 'Thriller']",Ultra Muchos Productions,,,Jenny,Renée Zellweger,Kim Henkel,1994,0.30983
10000000.0,10314,She's All That,7.064982,1999-01-29,103166989.0,She's All That,5.7,425.0,,"['Comedy', 'Romance']",Miramax Films,Tapestry Films,FilmColony,Zach Siler,Freddie Prinze Jr.,Robert Iscove,1999,10.3166989
7300.0,47139,"Blood, Guts, Bullets and Octane",0.137676,1998-10-16,13674.0,"Blood, Guts, Bullets and Octane",6.0,3.0,,"['Action', 'Comedy', 'Thriller']",,,,Victor Drub / Dumpster Bum,Mike Maas,Joe Carnahan,1998,1.873150684931507
90000000.0,2112,Payback,9.112008,1999-02-05,161626121.0,Payback,6.7,557.0,,"['Drama', 'Action', 'Thriller', 'Crime']",Paramount Pictures,Icon Entertainment International,,Porter,Mel Gibson,Brian Helgeland,1999,1.7958457888888888
6000000.0,16172,Simply Irresistible,6.053045,1999-02-05,4398989.0,Simply Irresistible,5.5,52.0,,['Comedy'],New Regency Pictures,Taurus Film,Polar Entertainment Corporation,Amanda Shelton,Sarah Michelle Gellar,Mark Tarlov,1999,0.7331648333333334
35000000.0,11622,Blast from the Past,8.355977,1999-02-12,40263020.0,Blast from the Past,6.3,247.0,,"['Comedy', 'Romance']",New Line Cinema,Forge,Midnight Sun Pictures,Adam Webber,Brendan Fraser,Hugh Wilson,1999,1.150372
80000000.0,10207,Message in a Bottle,5.101392,1999-02-22,118880016.0,Message in a Bottle,5.9,198.0,,"['Romance', 'Drama']",Bel Air Entertainment,DiNovi Pictures,Tiger Productions,Garrett Blake,Kevin Costner,Luis Mandoki,1999,1.4860002
65000000.0,9849,My Favorite Martian,12.65102,1999-02-11,36850101.0,My Favorite Martian,5.1,81.0,,"['Comedy', 'Drama', 'Family', 'Science Fiction']",Walt Disney Pictures,,,Tim O'Hara,Jeff Daniels,Donald Petrie,1999,0.5669246307692307
3000000.0,18892,Jawbreaker,7.434797,1999-01-30,3076820.0,Jawbreaker,5.9,93.0,,['Comedy'],TriStar Pictures,Crossroads Films,Kramer-Tornell Productions,Courtney,Rose McGowan,Darren Stein,1999,1.0256066666666668
10000000.0,1542,Office Space,12.329066,1999-02-19,12827813.0,Office Space,7.4,1068.0,,"['Comedy', 'Crime']",Twentieth Century Fox Film Corporation,Cubicle Inc.,,Peter Gibbons,Ron Livingston,Mike Judge,1999,1.2827813
6000000.0,15256,200 Cigarettes,3.227046,1999-02-26,6852450.0,200 Cigarettes,6.1,44.0,,"['Comedy', 'Drama', 'Romance']",Paramount Pictures,,,Bartender,Ben Affleck,Risa Bramon Garcia,1999,1.142075
40000000.0,8224,8MM,7.473718,1999-02-26,96618699.0,8MM,6.1,479.0,8MM Collection,"['Thriller', 'Crime', 'Mystery']",Columbia Pictures Corporation,Hofflund/Polone,Global Entertainment Productions GmbH & Company Medien KG,Tom Welles,Nicolas Cage,Joel Schumacher,1999,2.415467475
8000000.0,10906,Pet Sematary II,6.823445,1992-08-28,17092453.0,Pet Sematary II,5.0,107.0,Pet Sematary Collection,['Horror'],Paramount Pictures,Columbus Circle Films,,Jeff Matthews,Edward Furlong,Mary Lambert,1992,2.136556625
900000.0,25748,Children of the Corn II: The Final Sacrifice,8.357875,1993-01-29,6980986.0,Children of the Corn II: The Final Sacrifice,4.5,50.0,Children of the Corn Collection,['Horror'],Corn Cobb Productions,Dimension Films,Fifth Avenue Entertainment,John Garrett,Terence Knox,David Price,1993,7.756651111111111
80000000.0,9535,Analyze This,7.634017,1999-03-05,176885658.0,Analyze This,6.4,512.0,Analyze Collection,"['Comedy', 'Crime']",Spring Creek Productions,Warner Bros.,Tribeca Productions,Paul Vitti,Robert De Niro,Harold Ramis,1999,2.211070725
25000000.0,9455,The Corruptor,9.208831,1999-03-12,15156200.0,The Corruptor,6.1,60.0,,"['Action', 'Crime', 'Mystery', 'Thriller']",New Line Cinema,Illusion Entertainment Group,,Detective Danny Wallace,Mark Wahlberg,James Foley,1999,0.606248
10500000.0,796,Cruel Intentions,8.181065,1999-03-05,75902208.0,Cruel Intentions,6.6,848.0,Cruel Intentions Collection,"['Drama', 'Romance', 'Thriller']",Columbia Pictures,Cruel Productions,Newmarket Capital Group,Kathryn Merteuil,Sarah Michelle Gellar,Roger Kumble,1999,7.228781714285715
1350000.0,100,"Lock, Stock and Two Smoking Barrels",4.60786,1998-03-05,3897569.0,"Lock, Stock and Two Smoking Barrels",7.5,1671.0,,"['Comedy', 'Crime']",Handmade Films Ltd.,Summit Entertainment,PolyGram Filmed Entertainment,Tom,Jason Flemyng,Guy Ritchie,1998,2.8870881481481483
38000000.0,30943,The Deep End of the Ocean,5.78468,1999-03-12,28121100.0,The Deep End of the Ocean,6.0,58.0,,"['Drama', 'Mystery']",Columbia Pictures Corporation,Mandalay Entertainment,,Beth Cappadora,Michelle Pfeiffer,Ulu Grosbard,1999,0.7400289473684211
21000000.0,7341,The Rage: Carrie 2,4.766591,1999-03-11,17762705.0,The Rage: Carrie 2,5.1,79.0,Carrie Collection,"['Horror', 'Thriller', 'Science Fiction']",United Artists,Red Bank Films,,Rachel Lang,Emily Bergl,Katt Shea,1999,0.8458430952380952
12000000.0,22345,Baby Geniuses,7.707344,1999-03-12,36450736.0,Baby Geniuses,3.3,75.0,,"['Science Fiction', 'Comedy', 'Family']",TriStar Pictures,Crystal Sky Worldwide,Triumph,Elena Kinder,Kathleen Turner,Bob Clark,1999,3.037561333333333
75000000.0,1641,Forces of Nature,7.906035,1999-03-12,93888180.0,Forces of Nature,5.1,141.0,,"['Romance', 'Comedy']",DreamWorks SKG,Roth-Arnold Productions,,Sarah Lewis,Sandra Bullock,Bronwen Hughes,1999,1.2518424
25000000.0,47288,The King and I,1.466461,1999-03-19,12000000.0,The King and I,5.0,23.0,,"['Animation', 'Drama', 'Family']",Rankin/Bass Productions,NEST Family Entertainment,Rich Animation Studios,Anna Leonowens (voice),Miranda Richardson,Richard Rich,1999,0.48
50000000.0,16379,The Mod Squad,3.826503,1999-03-26,13260050.0,The Mod Squad,4.1,37.0,,"['Action', 'Mystery', 'Thriller']",Metro-Goldwyn-Mayer (MGM),,,Julie Barnes,Claire Danes,Scott Silver,1999,0.265201
63000000.0,603,The Matrix,33.366332,1999-03-30,463517383.0,The Matrix,7.9,9079.0,The Matrix Collection,"['Action', 'Science Fiction']",Village Roadshow Pictures,Groucho II Film Partnership,Silver Pictures,"Thomas ""Neo"" Anderson",Keanu Reeves,Lana Wachowski,1999,7.357418777777778
16000000.0,4951,10 Things I Hate About You,12.069966,1999-03-30,53478166.0,10 Things I Hate About You,7.3,1768.0,,"['Comedy', 'Romance', 'Drama']",Mad Chance,Jaret Entertainment,Touchstone Pictures,Patrick Verona,Heath Ledger,Gil Junger,1999,3.342385375
75000000.0,8970,The Out-of-Towners,9.019881,1999-04-02,29000000.0,The Out-of-Towners,5.1,46.0,,['Comedy'],Paramount Pictures,Cherry Alley Productions,,Henry Clark,Steve Martin,Sam Weisman,1999,0.3866666666666666
6000.0,11660,Following,5.283661,1998-09-12,48482.0,Following,7.2,363.0,,"['Crime', 'Drama', 'Thriller']",Syncopy,Next Wave Films,,Bill,Jeremy Theobald,Christopher Nolan,1998,8.080333333333334
6500000.0,9430,Go,8.344282,1999-04-09,28451622.0,Go,7.0,198.0,,"['Crime', 'Comedy', 'Thriller']",Columbia Pictures,,,Ronna,Sarah Polley,Doug Liman,1999,4.377172615384615
25000000.0,11355,Never Been Kissed,7.257679,1999-04-09,84565230.0,Never Been Kissed,5.8,378.0,,"['Romance', 'Comedy', 'Drama']",Fox 2000 Pictures,Flower Films (II),Bushwood Pictures,Josie Geller,Drew Barrymore,Raja Gosnell,1999,3.3826092
10000000.0,18764,双龙会,10.222076,1992-01-15,8359717.0,Twin Dragons,6.2,72.0,,"['Comedy', 'Action']",Golden Way Films Ltd.,Hong Kong Film Directors Guild,Dimension Films (US version),Ma Yau / Wan Ming,Jackie Chan,Tsui Hark,1992,0.8359717
10000000.0,9465,Cookie's Fortune,3.380684,1999-01-22,10920544.0,Cookie's Fortune,6.2,35.0,,"['Comedy', 'Drama', 'Thriller']",October Films,Moonstone Entertainment,Elysian Dreams,Camille Dixon,Glenn Close,Robert Altman,1999,1.0920544
80000000.0,6522,Life,7.579444,1999-04-16,73345029.0,Life,6.4,179.0,,"['Comedy', 'Crime']",Imagine Entertainment,Universal Pictures,,Rayford Gibson,Eddie Murphy,Ted Demme,1999,0.9168128625
2900000.0,1902,Abre los ojos,8.842959,1997-12-19,368234.0,Open Your Eyes,7.4,211.0,,"['Drama', 'Thriller']",Les Films Alain Sarde,Las Producciones del Escorpion,Lucky Red,César,Eduardo Noriega,Alejandro Amenábar,1997,0.1269772413793103
1.0,39964,Lost & Found,1.337096,1999-04-23,100.0,Lost & Found,4.9,26.0,,"['Comedy', 'Romance']",Alcon Entertainment,Dinamo Entertainment,,Dylan Ramsey,David Spade,Jeff Pollack,1999,100.0
15000000.0,1946,eXistenZ,11.446138,1999-04-14,2856712.0,eXistenZ,6.7,487.0,,"['Action', 'Thriller', 'Science Fiction', 'Horror']",Alliance Atlantis Communications,Natural Nylon Entertainment,Serendipity Point Films,Allegra Geller,Jennifer Jason Leigh,David Cronenberg,1999,0.1904474666666666
66000000.0,1844,Entrapment,10.62333,1999-04-29,212404396.0,Entrapment,6.0,613.0,,"['Romance', 'Drama', 'Mystery']",Fountainbridge Films,Regency Enterprises,,"Robert ""Mac"" MacDougal",Sean Connery,Jon Amiel,1999,3.2182484242424243
25000000.0,6552,Idle Hands,6.851628,1999-04-30,4152230.0,Idle Hands,6.1,183.0,,"['Thriller', 'Comedy', 'Horror']",Columbia Pictures Corporation,Team Todd,Licht/Mueller Film Corporation,Anton,Devon Sawa,Rodman Flender,1999,0.1660892
47000000.0,8592,Dick Tracy,8.304776,1990-06-15,103738726.0,Dick Tracy,5.9,258.0,,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",Touchstone Pictures,,,Dick Tracy,Warren Beatty,Warren Beatty,1990,2.2072069361702127
80000000.0,564,The Mummy,23.984065,1999-04-16,415885488.0,The Mummy,6.6,2796.0,The Mummy Collection,"['Adventure', 'Action', 'Fantasy']",Universal Pictures,Alphaville Films,,Richard O'Connell,Brendan Fraser,Stephen Sommers,1999,5.1985686
786675.0,13852,The Castle,4.337545,1997-04-10,861789.0,The Castle,7.4,69.0,,"['Drama', 'Comedy']",Working Dog,Village Roadshow Entertainment,,Darryl Kerrigan,Michael Caton,Rob Sitch,1997,1.095482886833826
1500000.0,4927,Edge of Seventeen,1.666469,1998-05-14,870751.0,Edge of Seventeen,5.7,29.0,,"['Comedy', 'Drama', 'Romance']",TLA Releasing,,,Eric Hunter,Chris Stafford,David Moreton,1998,0.5805006666666667
115000000.0,1893,Star Wars: Episode I - The Phantom Menace,15.649091,1999-05-19,924317558.0,Star Wars: Episode I - The Phantom Menace,6.4,4526.0,Star Wars Collection,"['Adventure', 'Action', 'Science Fiction']",Lucasfilm,,,Qui-Gon Jinn,Liam Neeson,George Lucas,1999,8.037543982608696
42000000.0,509,Notting Hill,9.874043,1999-05-13,363889678.0,Notting Hill,7.0,1309.0,,"['Romance', 'Comedy', 'Drama']",Bookshop Productions,Notting Hill Pictures,Working Title Films,Anna Scott,Julia Roberts,Roger Michell,1999,8.664039952380952
16000000.0,1090,The Thirteenth Floor,9.356587,1999-04-16,18564088.0,The Thirteenth Floor,6.8,381.0,,"['Thriller', 'Science Fiction', 'Mystery']",Columbia Pictures,Centropolis Film Productions,,Douglas Hall/John Ferguson/David,Craig Bierko,Josef Rusnak,1999,1.1602555
8000000.0,62676,Limbo,1.969282,1999-06-04,1997807.0,Limbo,7.0,17.0,,"['Adventure', 'Drama', 'Thriller']",,,,Donna De Angelo,Mary Elizabeth Mastrantonio,John Sayles,1999,0.249725875
33000000.0,817,Austin Powers: The Spy Who Shagged Me,13.984182,1999-06-08,310940086.0,Austin Powers: The Spy Who Shagged Me,6.1,1034.0,Austin Powers Collection,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']",New Line Cinema,Eric's Boy,,Austin Powers / Dr. Evil / Fat Bastard,Mike Myers,Jay Roach,1999,9.422426848484848
18000000.0,14283,The Red Violin,7.725843,1998-09-10,9495408.0,The Red Violin,7.2,101.0,,"['Drama', 'Thriller', 'Mystery', 'Music', 'Romance']",Rhombus Media,Channel Four Films,,Nicolo Bussotti (Cremona),Carlo Cecchi,François Girard,1998,0.5275226666666667
150000000.0,37135,Tarzan,12.453452,1999-06-18,448000000.0,Tarzan,7.1,1715.0,Tarzan (Animation) Collection,"['Adventure', 'Animation', 'Drama', 'Family']",Walt Disney Pictures,,,Tarzan,Tony Goldwyn,Kevin Lima,1999,2.986666666666667
60000000.0,2275,The General's Daughter,14.039655,1999-06-18,149705852.0,The General's Daughter,6.1,209.0,,"['Crime', 'Drama', 'Mystery', 'Thriller']",Paramount Pictures,MFP Munich Film Partners GmbH & Company I. Produktions KG,Krane Entertainment,Paul Brenner,John Travolta,Simon West,1999,2.4950975333333334
14000000.0,24137,An Ideal Husband,3.873796,1999-04-15,18535191.0,An Ideal Husband,6.3,47.0,,"['Drama', 'Comedy', 'Romance']",Miramax Films,Pyramide Productions,,Lady Gertrude Chiltern,Cate Blanchett,Oliver Parker,1999,1.3239422142857142
1530000.0,104,Lola rennt,7.765379,1998-08-20,7267585.0,Run Lola Run,7.2,672.0,,"['Action', 'Drama', 'Thriller']",X-Filme Creative Pool,Westdeutscher Rundfunk (WDR),,Lola,Franka Potente,Tom Tykwer,1998,4.750055555555556
34200000.0,9032,Big Daddy,8.011869,1999-06-25,234801895.0,Big Daddy,6.2,898.0,,"['Comedy', 'Drama']",Columbia Pictures,,,Sonny Koufax,Adam Sandler,Dennis Dugan,1999,6.865552485380117
12500000.0,9421,Le Dîner de cons,6.122739,1998-04-15,78599508.0,The Dinner Game,7.7,408.0,,['Comedy'],Gaumont,TPS Cinéma,TF1 Films Production,Pierre Brochant,Thierry Lhermitte,Francis Veber,1998,6.28796064
31000000.0,6488,Arachnophobia,5.418428,1990-08-09,53208180.0,Arachnophobia,6.2,445.0,,"['Comedy', 'Horror']",Amblin Entertainment,Hollywood Pictures,Tangled Web Productions,Dr. Ross Jennings,Jeff Daniels,Frank Marshall,1990,1.7163929032258065
170000000.0,8487,Wild Wild West,9.887602,1999-06-29,222104681.0,Wild Wild West,5.1,1042.0,,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']","Todman, Simon, LeMasters Productions",Warner Bros.,Peters Entertainment,Capt. James West,Will Smith,Barry Sonnenfeld,1999,1.3064981235294115
11000000.0,2105,American Pie,18.344227,1999-07-09,235483004.0,American Pie,6.4,2358.0,American Pie Collection,"['Comedy', 'Romance']",Universal Pictures,Summit Entertainment,Newmarket Capital Group,Jim Levenstein,Jason Biggs,Chris Weitz,1999,21.40754581818182
24000000.0,10208,Muppets from Space,7.531668,1999-07-14,16290976.0,Muppets from Space,5.8,94.0,The Muppet Collection,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",Columbia Pictures,"Jim Henson Company, The",,Kermit the Frog,Steve Whitmire,Tim Hill,1999,0.6787906666666667
60000.0,2667,The Blair Witch Project,14.838386,1999-07-14,248000000.0,The Blair Witch Project,6.3,1090.0,Blair Witch Collection,"['Horror', 'Mystery']",Artisan Entertainment,Haxan Films,,Mike,Michael C. Williams,Daniel Myrick,1999,4133.333333333333
65000000.0,345,Eyes Wide Shut,13.268484,1999-07-14,162091208.0,Eyes Wide Shut,7.1,1266.0,,"['Mystery', 'Drama']",Hobby Films,Pole Star,Stanley Kubrick Productions,Dr. William 'Bill' Harford,Tom Cruise,Stanley Kubrick,1999,2.4937108923076923
27000000.0,9825,Lake Placid,13.787108,1999-07-15,56870414.0,Lake Placid,5.5,251.0,Lake Placid Collection,"['Horror', 'Comedy', 'Action', 'Science Fiction', 'Thriller']",Fox 2000 Pictures,Phoenix Pictures,Rocking Chair Productions,Jack Wells,Bill Pullman,Steve Miner,1999,2.1063116296296296
6000000.0,16158,The Wood,4.414077,1999-07-16,25059640.0,The Wood,7.1,34.0,,"['Comedy', 'Drama', 'Romance']",MTV Films,,,Mike,Omar Epps,Rick Famuyiwa,1999,4.176606666666666
10000000.0,10490,Drop Dead Gorgeous,6.396767,1999-07-23,10571408.0,Drop Dead Gorgeous,6.5,88.0,,['Comedy'],New Line Cinema,Capella International,KC Medien AG,Amber Atkins,Kirsten Dunst,Michael Patrick Jann,1999,1.0571408
80000000.0,11618,The Haunting,8.967638,1999-07-23,91188905.0,The Haunting,5.2,374.0,,"['Horror', 'Thriller', 'Fantasy', 'Mystery']",DreamWorks,Roth-Arnold Productions,,Dr. David Marrow,Liam Neeson,Jan de Bont,1999,1.1398613125
450000.0,1812,Trick,2.493289,1999-07-23,2049595.0,Trick,6.7,24.0,,"['Comedy', 'Romance']",Fine Line Features,,,Katherine,Tori Spelling,Jim Fall,1999,4.554655555555556
60000000.0,8914,Deep Blue Sea,7.493615,1999-07-28,73648228.0,Deep Blue Sea,5.6,616.0,,"['Action', 'Science Fiction', 'Thriller']",Village Roadshow Pictures,Warner Bros.,Riche-Ludwig Productions,Carter Blake,Thomas Jane,Renny Harlin,1999,1.2274704666666667
68000000.0,9824,Mystery Men,10.466306,1999-08-06,29762011.0,Mystery Men,5.7,255.0,,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']",Universal Pictures,Dark Horse Entertainment,Golar Productions,Mr. Furious,Ben Stiller,Kinka Usher,1999,0.4376766323529412
70000000.0,4806,Runaway Bride,8.919469,1999-07-30,309457509.0,Runaway Bride,5.8,472.0,,"['Comedy', 'Romance']",Paramount Pictures,Lakeshore Entertainment,Touchstone Pictures,Maggie Carpenter,Julia Roberts,Garry Marshall,1999,4.420821557142857
13000000.0,16406,Dick,3.960622,1999-08-04,27500000.0,Dick,5.7,67.0,,['Comedy'],Columbia Pictures,,,Betsy Jobs,Kirsten Dunst,Andrew Fleming,1999,2.1153846153846154
70000000.0,10386,The Iron Giant,15.441459,1999-08-06,23159305.0,The Iron Giant,7.6,1470.0,,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",Warner Bros. Animation,,,Hogarth Hughes (voice),Eli Marienthal,Brad Bird,1999,0.3308472142857143
40000000.0,745,The Sixth Sense,18.449169,1999-08-06,672806292.0,The Sixth Sense,7.7,3223.0,,"['Mystery', 'Thriller', 'Drama']",Spyglass Entertainment,The Kennedy/Marshall Company,Hollywood Pictures,Malcolm Crowe,Bruce Willis,M. Night Shyamalan,1999,16.8201573
48000000.0,913,The Thomas Crown Affair,10.961226,1999-08-06,124305181.0,The Thomas Crown Affair,6.7,349.0,,"['Drama', 'Crime', 'Romance']",Irish Dreamtime,Metro-Goldwyn-Mayer (MGM),,Thomas Crown,Pierce Brosnan,John McTiernan,1999,2.5896912708333333
25000000.0,17707,Brokedown Palace,6.570918,1999-08-13,13000000.0,Brokedown Palace,6.2,115.0,,"['Drama', 'Thriller']",Twentieth Century Fox Film Corporation,Fox 2000 Pictures,Adam Fields Productions,Alice Marano,Claire Danes,Jonathan Kaplan,1999,0.52
6500000.0,9781,Detroit Rock City,6.074832,1999-08-13,4217115.0,Detroit Rock City,6.7,102.0,,"['Comedy', 'Music']",New Line Cinema,Base 12 Productions,Corrupter Production Service Ltd.,Lex,Giuseppe Andrews,Adam Rifkin,1999,0.6487869230769231
6400000.0,48781,Never Talk to Strangers,7.506958,1995-10-20,6.0,Never Talk to Strangers,4.7,31.0,,"['Thriller', 'Romance']",TriStar Pictures,,,Dr. Sarah Taylor,Rebecca De Mornay,Peter Hall,1995,9.375e-07
22000000.0,9406,An American Werewolf in Paris,7.145784,1997-12-25,26570463.0,An American Werewolf in Paris,5.3,154.0,,"['Horror', 'Comedy']",Hollywood Pictures,Cometstone Pictures,,Andy McDermott,Tom Everett Scott,Anthony Waller,1997,1.2077483181818185
45000000.0,9944,The Pelican Brief,8.708306,1993-12-16,195268056.0,The Pelican Brief,6.3,377.0,,"['Drama', 'Mystery', 'Thriller', 'Crime']",Warner Bros.,,,Darby Shaw,Julia Roberts,Alan J. Pakula,1993,4.339290133333333
13000000.0,10342,Teaching Mrs. Tingle,8.345784,1999-08-11,8946237.0,Teaching Mrs. Tingle,5.3,94.0,,"['Comedy', 'Thriller']",Konrad Pictures,Dimension Films,Interscope Communications,Mrs. Eve Tingle,Helen Mirren,Kevin Williamson,1999,0.6881720769230769
